w_judge,e_judge,w_rank,w_name,ruler,e_rank,e_name,year,month,day
1,0,S1e,Wakanosato,hatakikomi,M2w,Tosanoumi,2003,11,13
0,1,M4e,Miyabiyama,hikiotoshi,S1w,Kyokutenho,2003,11,13
0,1,K1e,Takamisakari,oshitaoshi,M1w,Kotomitsuki,2003,11,13
0,1,M3e,Aminishiki,hatakikomi,K1w,Iwakiyama,2003,11,13
1,0,M1e,Tochinonada,oshidashi,M2e,Toki,2003,11,13
1,0,M10w,Tochisakae,hatakikomi,M4w,Asasekiryu,2003,11,13
0,1,M5e,Takanonami,yorikiri,M11e,Wakatoba,2003,11,13
1,0,M7e,Hokutoriki,hikiotoshi,M5w,Kyokushuzan,2003,11,13
1,0,M6e,Kinkaiyama,sotogake,M10e,Jumonji,2003,11,13
0,1,M13w,Otsukasa,yorikiri,M6w,Tokitsuumi,2003,11,13
0,1,M15w,Yotsukasa,hikiotoshi,M7w,Kotoryu,2003,11,13
0,1,M8e,Buyuzan,uwatenage,M14e,Toyozakura,2003,11,13
0,1,M13e,Tamakasuga,oshidashi,M8w,Kakizoe,2003,11,13
0,1,M9e,Kasuganishiki,yorikiri,M9w,Shimotori,2003,11,13
1,0,M14w,Dejima,oshidashi,M11w,Takekaze,2003,11,13
0,1,J1e,Kaiho,kakenage,M12w,Takanowaka,2003,11,13
1,0,J2e,Wakanoyama,sokubiotoshi,J8e,Juzan,2003,11,13
0,1,J11w,Oikari,oshidashi,J2w,Kokkai,2003,11,13
1,0,J3e,Asanowaka,hikiotoshi,J11e,Tochinohana,2003,11,13
0,1,J9e,Masutsuyoshi,yorikiri,J3w,Kobo,2003,11,13
1,0,J4e,Ushiomaru,yorikiri,J13e,Towanoyama,2003,11,13
0,1,J12w,Bushuyama,uwatedashinage,J4w,Hayateumi,2003,11,13
1,0,J5e,Kitazakura,okuridashi,J12e,Nakao,2003,11,13
1,0,J9w,Takanotsuru,hatakikomi,J5w,Harunoyama,2003,11,13
1,0,J6e,Chiyotenzan,kotenage,J7e,Futeno,2003,11,13
1,0,J10e,Senshuyama,yorikiri,J6w,Kaido,2003,11,13
0,1,J10w,Dewanofuji,yorikiri,J7w,Kasugao,2003,11,13
1,0,Y1e,Asashoryu,hatakikomi,O1e,Chiyotaikai,2003,11,14
0,1,O2e,Kaio,oshidashi,O1w,Tochiazuma,2003,11,14
0,1,M5w,Kyokushuzan,tsukidashi,O2w,Musoyama,2003,11,14
1,0,S1e,Wakanosato,yorikiri,S1w,Kyokutenho,2003,11,14
0,1,M4e,Miyabiyama,uwatedashinage,K1w,Iwakiyama,2003,11,14
1,0,K1e,Takamisakari,hatakikomi,M1e,Tochinonada,2003,11,14
0,1,M4w,Asasekiryu,oshidashi,M1w,Kotomitsuki,2003,11,14
0,1,M2e,Toki,oshidashi,M2w,Tosanoumi,2003,11,14
0,1,M9e,Kasuganishiki,yorikiri,M3w,Tamanoshima,2003,11,14
0,1,M3e,Aminishiki,oshidashi,M8e,Buyuzan,2003,11,14
0,1,M5e,Takanonami,uwatenage,M9w,Shimotori,2003,11,14
1,0,M11e,Wakatoba,tsuridashi,M6w,Tokitsuumi,2003,11,14
0,1,M6e,Kinkaiyama,hatakikomi,M11w,Takekaze,2003,11,14
1,0,M14w,Dejima,oshidashi,M7w,Kotoryu,2003,11,14
1,0,M7e,Hokutoriki,oshidashi,M15w,Yotsukasa,2003,11,14
0,1,M13w,Otsukasa,oshidashi,M8w,Kakizoe,2003,11,14
0,1,M13e,Tamakasuga,oshitaoshi,M10w,Tochisakae,2003,11,14
0,1,M10e,Jumonji,katasukashi,M12w,Takanowaka,2003,11,14
1,0,M14e,Toyozakura,oshidashi,J4e,Ushiomaru,2003,11,14
0,1,J1e,Kaiho,tsukidashi,J11w,Oikari,2003,11,14
0,1,J3w,Kobo,uwatedashinage,J2w,Kokkai,2003,11,14
0,1,J2e,Wakanoyama,yorikiri,J9w,Takanotsuru,2003,11,14
1,0,J3e,Asanowaka,oshidashi,J13e,Towanoyama,2003,11,14
0,1,J7w,Kasugao,yorikiri,J4w,Hayateumi,2003,11,14
0,1,J10w,Dewanofuji,yorikiri,J5w,Harunoyama,2003,11,14
1,0,J5e,Kitazakura,okuridashi,J6w,Kaido,2003,11,14
0,1,J6e,Chiyotenzan,okuritaoshi,J9e,Masutsuyoshi,2003,11,14
1,0,J7e,Futeno,yorikiri,J11e,Tochinohana,2003,11,14
0,1,J8e,Juzan,yorikiri,J10e,Senshuyama,2003,11,14
0,1,Ms1e,Ama,tsukiotoshi,J12w,Bushuyama,2003,11,14
1,0,J12e,Nakao,oshidashi,Ms1w,Tokitenku,2003,11,14
0,1,Y1e,Asashoryu,oshidashi,O1w,Tochiazuma,2003,11,15
0,1,O1e,Chiyotaikai,oshitaoshi,O2e,Kaio,2003,11,15
0,1,S1e,Wakanosato,kotenage,O2w,Musoyama,2003,11,15
0,1,M4w,Asasekiryu,hatakikomi,S1w,Kyokutenho,2003,11,15
0,1,K1e,Takamisakari,oshidashi,M3e,Aminishiki,2003,11,15
0,1,M5e,Takanonami,oshidashi,K1w,Iwakiyama,2003,11,15
0,1,M1e,Tochinonada,sukuinage,M2w,Tosanoumi,2003,11,15
0,1,M6e,Kinkaiyama,yorikiri,M1w,Kotomitsuki,2003,11,15
1,0,M2e,Toki,hikiotoshi,M7e,Hokutoriki,2003,11,15
0,1,M14w,Dejima,hatakikomi,M3w,Tamanoshima,2003,11,15
1,0,M4e,Miyabiyama,oshidashi,M10w,Tochisakae,2003,11,15
1,0,M15w,Yotsukasa,oshidashi,M5w,Kyokushuzan,2003,11,15
0,1,M7w,Kotoryu,yorikiri,M6w,Tokitsuumi,2003,11,15
0,1,M8e,Buyuzan,uwatenage,M9w,Shimotori,2003,11,15
0,1,M9e,Kasuganishiki,okuridashi,M8w,Kakizoe,2003,11,15
1,0,M10e,Jumonji,yorikiri,M11e,Wakatoba,2003,11,15
0,1,M13w,Otsukasa,oshidashi,M11w,Takekaze,2003,11,15
0,1,M14e,Toyozakura,hikiotoshi,M12w,Takanowaka,2003,11,15
1,0,M13e,Tamakasuga,yorikiri,J5e,Kitazakura,2003,11,15
0,1,J1e,Kaiho,hatakikomi,J13e,Towanoyama,2003,11,15
0,1,J2e,Wakanoyama,hikiotoshi,J11e,Tochinohana,2003,11,15
0,1,J9w,Takanotsuru,oshidashi,J2w,Kokkai,2003,11,15
0,1,J3e,Asanowaka,hikiotoshi,J11w,Oikari,2003,11,15
0,1,J12e,Nakao,uwatenage,J3w,Kobo,2003,11,15
1,0,J4e,Ushiomaru,oshidashi,J5w,Harunoyama,2003,11,15
0,1,J9e,Masutsuyoshi,yorikiri,J4w,Hayateumi,2003,11,15
1,0,J6e,Chiyotenzan,oshidashi,J12w,Bushuyama,2003,11,15
1,0,J7e,Futeno,yorikiri,J6w,Kaido,2003,11,15
0,1,J8e,Juzan,yorikiri,J7w,Kasugao,2003,11,15
0,1,J10e,Senshuyama,oshitaoshi,Ms6e,Tochifudo,2003,11,15
0,1,Ms6w,Hamanishiki,yoritaoshi,J10w,Dewanofuji,2003,11,15
1,0,Y1e,Asashoryu,yorikiri,K1e,Tochinonada,2004,01,1
0,1,O1e,Tochiazuma,yorikiri,K1w,Wakanosato,2004,01,1
0,1,M1e,Toki,oshidashi,O1w,Chiyotaikai,2004,01,1
1,0,O2e,Kaio,yoritaoshi,M1w,Hokutoriki,2004,01,1
0,1,M2e,Iwakiyama,uwatedashinage,O2w,Musoyama,2004,01,1
0,1,S1e,Tosanoumi,hatakikomi,M2w,Kyokushuzan,2004,01,1
1,0,M3e,Takamisakari,uwatenage,S1w,Tamanoshima,2004,01,1
0,1,M4e,Tokitsuumi,yorikiri,M3w,Kyokutenho,2004,01,1
0,1,M5e,Kakizoe,yorikiri,M4w,Kotomitsuki,2004,01,1
0,1,M6e,Dejima,yoritaoshi,M5w,Kasuganishiki,2004,01,1
1,0,M7e,Shimotori,yoritaoshi,M6w,Takekaze,2004,01,1
1,0,M8e,Aminishiki,hikiotoshi,M7w,Miyabiyama,2004,01,1
0,1,M9e,Kotoryu,yorikiri,M8w,Jumonji,2004,01,1
1,0,M10e,Takanonami,kimedashi,M9w,Kinkaiyama,2004,01,1
0,1,M11e,Yotsukasa,tsukidashi,M10w,Kokkai,2004,01,1
1,0,M12e,Asasekiryu,tsukiotoshi,M11w,Tochisakae,2004,01,1
1,0,M13w,Takanowaka,oshitaoshi,M12w,Wakatoba,2004,01,1
0,1,M14e,Ushiomaru,oshidashi,M14w,Buyuzan,2004,01,1
0,1,M15e,Kitazakura,kirikaeshi,M15w,Kaiho,2004,01,1
1,0,M16e,Asanowaka,hikiotoshi,M16w,Tamakasuga,2004,01,1
1,0,M17e,Hayateumi,tsukite,J1e,Toyozakura,2004,01,1
1,0,J2e,Otsukasa,yoritaoshi,J1w,Kobo,2004,01,1
1,0,J3e,Harunoyama,yorikiri,J2w,Kasugao,2004,01,1
0,1,J4e,Oikari,tsukiotoshi,J3w,Chiyotenzan,2004,01,1
1,0,J5e,Takanotsuru,katasukashi,J4w,Futeno,2004,01,1
0,1,J6e,Tochinohana,hatakikomi,J5w,Towanoyama,2004,01,1
0,1,J8e,Kaido,yorikiri,J6w,Wakanoyama,2004,01,1
1,0,J9e,Masutsuyoshi,tsukiotoshi,J8w,Wakatenro,2004,01,1
0,1,J10e,Gokenzan,okuridashi,J9w,Roho,2004,01,1
1,0,J11e,Nakao,oshidashi,J10w,Daimanazuru,2004,01,1
1,0,J12e,Hakuho,yorikiri,J11w,Bushuyama,2004,01,1
1,0,J13e,Hamanishiki,shitatedashinage,J12w,Tochifudo,2004,01,1
1,0,J14e,Sumanofuji,oshitaoshi,J13w,Oginishiki,2004,01,1
0,1,Ms1e,Raiko,yorikiri,J14w,Juzan,2004,01,1
1,0,Y1e,Asashoryu,yorikiri,M3e,Takamisakari,2004,01,2
0,1,S1w,Tamanoshima,oshidashi,O1w,Chiyotaikai,2004,01,2
1,0,O2e,Kaio,shitatenage,S1e,Tosanoumi,2004,01,2
0,1,M3w,Kyokutenho,yorikiri,O2w,Musoyama,2004,01,2
1,0,O1e,Tochiazuma,oshidashi,M4e,Tokitsuumi,2004,01,2
0,1,M1e,Toki,oshidashi,K1w,Wakanosato,2004,01,2
1,0,K1e,Tochinonada,oshidashi,M1w,Hokutoriki,2004,01,2
0,1,M2e,Iwakiyama,hikiotoshi,M2w,Kyokushuzan,2004,01,2
0,1,M7w,Miyabiyama,uchimuso,M4w,Kotomitsuki,2004,01,2
1,0,M7e,Shimotori,yoritaoshi,M5w,Kasuganishiki,2004,01,2
1,0,M5e,Kakizoe,yorikiri,M9e,Kotoryu,2004,01,2
1,0,M9w,Kinkaiyama,hatakikomi,M6w,Takekaze,2004,01,2
0,1,M6e,Dejima,oshidashi,M11w,Tochisakae,2004,01,2
1,0,M10w,Kokkai,yoritaoshi,M8w,Jumonji,2004,01,2
0,1,M8e,Aminishiki,uwatenage,M10e,Takanonami,2004,01,2
0,1,M11e,Yotsukasa,tsukiotoshi,M14w,Buyuzan,2004,01,2
0,1,M14e,Ushiomaru,uwatedashinage,M12w,Wakatoba,2004,01,2
1,0,M12e,Asasekiryu,hatakikomi,M15w,Kaiho,2004,01,2
0,1,M17e,Hayateumi,kotenage,M13w,Takanowaka,2004,01,2
0,1,M15e,Kitazakura,tsukiotoshi,M16e,Asanowaka,2004,01,2
1,0,J1w,Kobo,yorikiri,M16w,Tamakasuga,2004,01,2
1,0,J1e,Toyozakura,tsukidashi,J3w,Chiyotenzan,2004,01,2
1,0,J4w,Futeno,shitatenage,J2w,Kasugao,2004,01,2
1,0,J2e,Otsukasa,yorikiri,J5e,Takanotsuru,2004,01,2
0,1,J3e,Harunoyama,hikiotoshi,J6w,Wakanoyama,2004,01,2
1,0,J4e,Oikari,oshidashi,J8w,Wakatenro,2004,01,2
0,1,J8e,Kaido,yorikiri,J5w,Towanoyama,2004,01,2
0,1,J6e,Tochinohana,oshidashi,J10w,Daimanazuru,2004,01,2
0,1,J11e,Nakao,uwatenage,J9w,Roho,2004,01,2
0,1,J9e,Masutsuyoshi,yorikiri,J12w,Tochifudo,2004,01,2
1,0,J10e,Gokenzan,hikiotoshi,J13e,Hamanishiki,2004,01,2
1,0,J13w,Oginishiki,yorikiri,J11w,Bushuyama,2004,01,2
1,0,J12e,Hakuho,oshidashi,J14w,Juzan,2004,01,2
1,0,J14e,Sumanofuji,oshidashi,Ms1w,Senshuyama,2004,01,2
1,0,Y1e,Asashoryu,yorikiri,M1w,Hokutoriki,2004,01,3
1,0,O2e,Kaio,yorikiri,M2e,Iwakiyama,2004,01,3
0,1,K1w,Wakanosato,oshidashi,O2w,Musoyama,2004,01,3
1,0,O1e,Tochiazuma,yorikiri,M2w,Kyokushuzan,2004,01,3
0,1,M3e,Takamisakari,oshidashi,O1w,Chiyotaikai,2004,01,3
1,0,S1e,Tosanoumi,oshidashi,M1e,Toki,2004,01,3
1,0,K1e,Tochinonada,yorikiri,S1w,Tamanoshima,2004,01,3
1,0,M5e,Kakizoe,oshidashi,M3w,Kyokutenho,2004,01,3
0,1,M4e,Tokitsuumi,yorikiri,M6e,Dejima,2004,01,3
0,1,M7e,Shimotori,yorikiri,M4w,Kotomitsuki,2004,01,3
1,0,M7w,Miyabiyama,hatakikomi,M5w,Kasuganishiki,2004,01,3
1,0,M9e,Kotoryu,yorikiri,M6w,Takekaze,2004,01,3
1,0,M8e,Aminishiki,hikiotoshi,M10w,Kokkai,2004,01,3
0,1,M11e,Yotsukasa,tsukiotoshi,M8w,Jumonji,2004,01,3
1,0,M12e,Asasekiryu,sotogake,M9w,Kinkaiyama,2004,01,3
1,0,M10e,Takanonami,yorikiri,M12w,Wakatoba,2004,01,3
0,1,M14w,Buyuzan,hikiotoshi,M11w,Tochisakae,2004,01,3
1,0,M16w,Tamakasuga,oshidashi,M13w,Takanowaka,2004,01,3
0,1,M14e,Ushiomaru,hatakikomi,M15w,Kaiho,2004,01,3
0,1,M15e,Kitazakura,yorikiri,M17e,Hayateumi,2004,01,3
0,1,M16e,Asanowaka,hatakikomi,J2e,Otsukasa,2004,01,3
0,1,J1e,Toyozakura,oshidashi,J4w,Futeno,2004,01,3
1,0,J5e,Takanotsuru,yorikiri,J1w,Kobo,2004,01,3
1,0,J6w,Wakanoyama,yorikiri,J2w,Kasugao,2004,01,3
1,0,J3e,Harunoyama,kimedashi,J6e,Tochinohana,2004,01,3
0,1,J8e,Kaido,sukuinage,J3w,Chiyotenzan,2004,01,3
1,0,J4e,Oikari,oshidashi,J9e,Masutsuyoshi,2004,01,3
0,1,J8w,Wakatenro,kotenage,J5w,Towanoyama,2004,01,3
0,1,J12w,Tochifudo,shitatedashinage,J9w,Roho,2004,01,3
0,1,J10e,Gokenzan,oshidashi,J14w,Juzan,2004,01,3
1,0,J14e,Sumanofuji,oshidashi,J10w,Daimanazuru,2004,01,3
1,0,J11e,Nakao,kainahineri,J12e,Hakuho,2004,01,3
1,0,J13e,Hamanishiki,hikiotoshi,J11w,Bushuyama,2004,01,3
0,1,Ms2w,Ama,yorikiri,J13w,Oginishiki,2004,01,3
1,0,Y1e,Asashoryu,oshidashi,K1w,Wakanosato,2004,01,4
1,0,M1e,Toki,yoritaoshi,O2w,Musoyama,2004,01,4
1,0,O1e,Tochiazuma,oshidashi,K1e,Tochinonada,2004,01,4
0,1,M1w,Hokutoriki,hikiotoshi,O1w,Chiyotaikai,2004,01,4
0,1,O2e,Kaio,hatakikomi,M2w,Kyokushuzan,2004,01,4
1,0,M2e,Iwakiyama,oshidashi,S1w,Tamanoshima,2004,01,4
0,1,S1e,Tosanoumi,hatakikomi,M3w,Kyokutenho,2004,01,4
0,1,M3e,Takamisakari,oshidashi,M4e,Tokitsuumi,2004,01,4
0,1,M5w,Kasuganishiki,sukuinage,M4w,Kotomitsuki,2004,01,4
1,0,M5e,Kakizoe,oshidashi,M6w,Takekaze,2004,01,4
1,0,M6e,Dejima,oshidashi,M8w,Jumonji,2004,01,4
1,0,M9e,Kotoryu,hikiotoshi,M7w,Miyabiyama,2004,01,4
1,0,M7e,Shimotori,tsukiotoshi,M11w,Tochisakae,2004,01,4
1,0,M8e,Aminishiki,tottari,M9w,Kinkaiyama,2004,01,4
0,1,M14w,Buyuzan,hatakikomi,M10w,Kokkai,2004,01,4
1,0,M10e,Takanonami,kotenage,M12e,Asasekiryu,2004,01,4
1,0,M11e,Yotsukasa,oshidashi,M15e,Kitazakura,2004,01,4
1,0,M16w,Tamakasuga,tsukiotoshi,M12w,Wakatoba,2004,01,4
1,0,M16e,Asanowaka,hikiotoshi,M13w,Takanowaka,2004,01,4
1,0,M14e,Ushiomaru,yorikiri,M17e,Hayateumi,2004,01,4
0,1,J2e,Otsukasa,hatakikomi,M15w,Kaiho,2004,01,4
0,1,J2w,Kasugao,hatakikomi,J1w,Kobo,2004,01,4
1,0,J1e,Toyozakura,tsukidashi,J4e,Oikari,2004,01,4
0,1,J6e,Tochinohana,tsukiotoshi,J3w,Chiyotenzan,2004,01,4
1,0,J3e,Harunoyama,yorikiri,J5w,Towanoyama,2004,01,4
NaN,NaN,J8w,Wakatenro,fusen,J4w,Futeno,2004,01,4
0,1,J5e,Takanotsuru,sukuinage,J8e,Kaido,2004,01,4
0,1,J10e,Gokenzan,susoharai,J6w,Wakanoyama,2004,01,4
0,1,J13w,Oginishiki,uwatenage,J9w,Roho,2004,01,4
0,1,J9e,Masutsuyoshi,okuridashi,J14e,Sumanofuji,2004,01,4
1,0,J12e,Hakuho,uwatedashinage,J10w,Daimanazuru,2004,01,4
0,1,J14w,Juzan,okuridashi,J11w,Bushuyama,2004,01,4
1,0,J11e,Nakao,oshidashi,J13e,Hamanishiki,2004,01,4
0,1,Ms2e,Dewanofuji,yoritaoshi,J12w,Tochifudo,2004,01,4
1,0,Y1e,Asashoryu,sukuinage,M2e,Iwakiyama,2004,01,5
NaN,NaN,O1e,Tochiazuma,fusen,M1e,Toki,2004,01,5
1,0,S1e,Tosanoumi,oshidashi,O1w,Chiyotaikai,2004,01,5
0,1,O2e,Kaio,yorikiri,K1w,Wakanosato,2004,01,5
1,0,M1w,Hokutoriki,hatakikomi,O2w,Musoyama,2004,01,5
0,1,M3w,Kyokutenho,yorikiri,S1w,Tamanoshima,2004,01,5
0,1,K1e,Tochinonada,katasukashi,M2w,Kyokushuzan,2004,01,5
0,1,M3e,Takamisakari,yorikiri,M5w,Kasuganishiki,2004,01,5
1,0,M4e,Tokitsuumi,uwatedashinage,M8e,Aminishiki,2004,01,5
0,1,M9w,Kinkaiyama,yorikiri,M4w,Kotomitsuki,2004,01,5
1,0,M5e,Kakizoe,oshidashi,M7e,Shimotori,2004,01,5
1,0,M6e,Dejima,oshidashi,M9e,Kotoryu,2004,01,5
1,0,M7w,Miyabiyama,oshidashi,M6w,Takekaze,2004,01,5
0,1,M11w,Tochisakae,tsukiotoshi,M8w,Jumonji,2004,01,5
0,1,M10e,Takanonami,yorikiri,M13w,Takanowaka,2004,01,5
0,1,M16e,Asanowaka,tsukitaoshi,M10w,Kokkai,2004,01,5
1,0,M11e,Yotsukasa,oshidashi,M16w,Tamakasuga,2004,01,5
1,0,M12e,Asasekiryu,yorikiri,M17e,Hayateumi,2004,01,5
1,0,M15e,Kitazakura,yorikiri,M12w,Wakatoba,2004,01,5
1,0,M14e,Ushiomaru,yorikiri,J2w,Kasugao,2004,01,5
0,1,M15w,Kaiho,oshidashi,M14w,Buyuzan,2004,01,5
1,0,J1e,Toyozakura,okuridashi,J5e,Takanotsuru,2004,01,5
1,0,J4w,Futeno,yorikiri,J1w,Kobo,2004,01,5
1,0,J2e,Otsukasa,yorikiri,J5w,Towanoyama,2004,01,5
0,1,J3e,Harunoyama,tsukiotoshi,J3w,Chiyotenzan,2004,01,5
0,1,J4e,Oikari,tokkurinage,J8e,Kaido,2004,01,5
1,0,J6e,Tochinohana,yorikiri,J9e,Masutsuyoshi,2004,01,5
0,1,J9w,Roho,hikiotoshi,J6w,Wakanoyama,2004,01,5
1,0,J10e,Gokenzan,yorikiri,J10w,Daimanazuru,2004,01,5
0,1,J11e,Nakao,oshidashi,J13w,Oginishiki,2004,01,5
0,1,J12w,Tochifudo,yorikiri,J11w,Bushuyama,2004,01,5
0,1,J12e,Hakuho,oshidashi,J14e,Sumanofuji,2004,01,5
0,1,J13e,Hamanishiki,oshitaoshi,J14w,Juzan,2004,01,5
1,0,Y1e,Asashoryu,shitatehineri,M3w,Kyokutenho,2004,01,6
0,1,M2e,Iwakiyama,oshidashi,O1w,Chiyotaikai,2004,01,6
1,0,O2e,Kaio,sotogake,M3e,Takamisakari,2004,01,6
0,1,K1e,Tochinonada,shitatenage,O2w,Musoyama,2004,01,6
1,0,O1e,Tochiazuma,yorikiri,M1w,Hokutoriki,2004,01,6
1,0,K1w,Wakanosato,yorikiri,S1w,Tamanoshima,2004,01,6
0,1,S1e,Tosanoumi,shitatenage,M4e,Tokitsuumi,2004,01,6
1,0,M6w,Takekaze,oshidashi,M2w,Kyokushuzan,2004,01,6
1,0,M6e,Dejima,yoritaoshi,M4w,Kotomitsuki,2004,01,6
1,0,M8e,Aminishiki,tsukiotoshi,M5w,Kasuganishiki,2004,01,6
1,0,M5e,Kakizoe,sukuinage,M8w,Jumonji,2004,01,6
0,1,M10w,Kokkai,yorikiri,M7w,Miyabiyama,2004,01,6
1,0,M7e,Shimotori,yorikiri,M10e,Takanonami,2004,01,6
0,1,M12w,Wakatoba,yorikiri,M9w,Kinkaiyama,2004,01,6
1,0,M9e,Kotoryu,yorikiri,M12e,Asasekiryu,2004,01,6
0,1,M15w,Kaiho,yorikiri,M11w,Tochisakae,2004,01,6
0,1,M11e,Yotsukasa,oshidashi,M17e,Hayateumi,2004,01,6
1,0,M15e,Kitazakura,yorikiri,M13w,Takanowaka,2004,01,6
0,1,M16w,Tamakasuga,oshidashi,M14w,Buyuzan,2004,01,6
0,1,M14e,Ushiomaru,hikiotoshi,M16e,Asanowaka,2004,01,6
0,1,J3w,Chiyotenzan,okuridashi,J1w,Kobo,2004,01,6
1,0,J1e,Toyozakura,oshitaoshi,J5w,Towanoyama,2004,01,6
0,1,J6e,Tochinohana,uwatenage,J2w,Kasugao,2004,01,6
0,1,J2e,Otsukasa,oshidashi,J4e,Oikari,2004,01,6
1,0,J3e,Harunoyama,yorikiri,J8e,Kaido,2004,01,6
0,1,J6w,Wakanoyama,yorikiri,J4w,Futeno,2004,01,6
1,0,J5e,Takanotsuru,yorikiri,J10w,Daimanazuru,2004,01,6
1,0,J12e,Hakuho,yoritaoshi,J9w,Roho,2004,01,6
0,1,J9e,Masutsuyoshi,yorikiri,J11w,Bushuyama,2004,01,6
0,1,J10e,Gokenzan,okuritaoshi,J13w,Oginishiki,2004,01,6
1,0,J11e,Nakao,okuridashi,J14e,Sumanofuji,2004,01,6
1,0,J14w,Juzan,oshidashi,J12w,Tochifudo,2004,01,6
1,0,J13e,Hamanishiki,yorikiri,Ms2e,Dewanofuji,2004,01,6
1,0,Y1e,Asashoryu,tsukidashi,S1w,Tamanoshima,2004,01,7
1,0,O2e,Kaio,hatakikomi,M3w,Kyokutenho,2004,01,7
0,1,M3e,Takamisakari,yorikiri,O2w,Musoyama,2004,01,7
1,0,O1e,Tochiazuma,tsukidashi,M2e,Iwakiyama,2004,01,7
0,1,M4e,Tokitsuumi,tsukidashi,O1w,Chiyotaikai,2004,01,7
0,1,S1e,Tosanoumi,tsukiotoshi,K1e,Tochinonada,2004,01,7
0,1,M1w,Hokutoriki,oshidashi,K1w,Wakanosato,2004,01,7
1,0,M4w,Kotomitsuki,yorikiri,M2w,Kyokushuzan,2004,01,7
1,0,M5e,Kakizoe,oshidashi,M5w,Kasuganishiki,2004,01,7
0,1,M6e,Dejima,okuridashi,M8e,Aminishiki,2004,01,7
1,0,M11w,Tochisakae,uwatenage,M6w,Takekaze,2004,01,7
1,0,M7e,Shimotori,kotenage,M8w,Jumonji,2004,01,7
0,1,M9w,Kinkaiyama,oshidashi,M7w,Miyabiyama,2004,01,7
1,0,M9e,Kotoryu,oshitaoshi,M12w,Wakatoba,2004,01,7
1,0,M10e,Takanonami,uwatedashinage,M10w,Kokkai,2004,01,7
0,1,M11e,Yotsukasa,hikiotoshi,M16e,Asanowaka,2004,01,7
0,1,M12e,Asasekiryu,oshidashi,M14e,Ushiomaru,2004,01,7
1,0,M15w,Kaiho,yoritaoshi,M13w,Takanowaka,2004,01,7
0,1,M17e,Hayateumi,oshidashi,M14w,Buyuzan,2004,01,7
0,1,M15e,Kitazakura,oshidashi,M16w,Tamakasuga,2004,01,7
0,1,J1e,Toyozakura,oshidashi,J3e,Harunoyama,2004,01,7
0,1,J5w,Towanoyama,katasukashi,J1w,Kobo,2004,01,7
1,0,J2e,Otsukasa,hikiotoshi,J6e,Tochinohana,2004,01,7
1,0,J4e,Oikari,yoritaoshi,J2w,Kasugao,2004,01,7
0,1,J4w,Futeno,oshidashi,J3w,Chiyotenzan,2004,01,7
1,0,J5e,Takanotsuru,hikiotoshi,J9e,Masutsuyoshi,2004,01,7
1,0,J12e,Hakuho,uwatedashinage,J6w,Wakanoyama,2004,01,7
1,0,J8e,Kaido,tottari,J13w,Oginishiki,2004,01,7
1,0,J13e,Hamanishiki,oshidashi,J9w,Roho,2004,01,7
1,0,J10e,Gokenzan,yorikiri,J12w,Tochifudo,2004,01,7
1,0,J14w,Juzan,oshidashi,J10w,Daimanazuru,2004,01,7
0,1,J11e,Nakao,yorikiri,Ms3e,Tokitenku,2004,01,7
0,1,J14e,Sumanofuji,sokubiotoshi,J11w,Bushuyama,2004,01,7
1,0,Y1e,Asashoryu,oshidashi,M2w,Kyokushuzan,2004,01,8
1,0,S1w,Tamanoshima,yoritaoshi,O2w,Musoyama,2004,01,8
1,0,O1e,Tochiazuma,hatakikomi,S1e,Tosanoumi,2004,01,8
0,1,M3w,Kyokutenho,hikiotoshi,O1w,Chiyotaikai,2004,01,8
1,0,O2e,Kaio,oshitaoshi,M4e,Tokitsuumi,2004,01,8
1,0,M3e,Takamisakari,yorikiri,K1w,Wakanosato,2004,01,8
0,1,K1e,Tochinonada,uwatenage,M2e,Iwakiyama,2004,01,8
0,1,M6w,Takekaze,hikiotoshi,M1w,Hokutoriki,2004,01,8
0,1,M8e,Aminishiki,oshidashi,M4w,Kotomitsuki,2004,01,8
1,0,M8w,Jumonji,oshidashi,M5w,Kasuganishiki,2004,01,8
1,0,M5e,Kakizoe,oshidashi,M9w,Kinkaiyama,2004,01,8
1,0,M6e,Dejima,oshidashi,M10w,Kokkai,2004,01,8
0,1,M10e,Takanonami,oshidashi,M7w,Miyabiyama,2004,01,8
1,0,M7e,Shimotori,hikiotoshi,M9e,Kotoryu,2004,01,8
0,1,M13w,Takanowaka,oshidashi,M11w,Tochisakae,2004,01,8
0,1,M11e,Yotsukasa,tsukiotoshi,M12w,Wakatoba,2004,01,8
0,1,M12e,Asasekiryu,oshidashi,M14w,Buyuzan,2004,01,8
1,0,M14e,Ushiomaru,yorikiri,M15e,Kitazakura,2004,01,8
1,0,M16w,Tamakasuga,hatakikomi,M15w,Kaiho,2004,01,8
0,1,M16e,Asanowaka,yorikiri,M17e,Hayateumi,2004,01,8
0,1,J4e,Oikari,kainahineri,J1w,Kobo,2004,01,8
0,1,J1e,Toyozakura,oshidashi,J6w,Wakanoyama,2004,01,8
1,0,J8e,Kaido,yorikiri,J2w,Kasugao,2004,01,8
0,1,J2e,Otsukasa,yorikiri,J4w,Futeno,2004,01,8
0,1,J5e,Takanotsuru,yorikiri,J3w,Chiyotenzan,2004,01,8
0,1,J3e,Harunoyama,hikiotoshi,J9w,Roho,2004,01,8
1,0,J11e,Nakao,tsukiotoshi,J5w,Towanoyama,2004,01,8
